,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,Código Fincaraíz,No. Fotos,Fecha Sacada,Fecha Publicada,Enlace
72,Usado,Apartamento,venta,3.0,2,1,75 ,69 ,4,Excelente,6,9 a 15 años,250.000 COP,"5.066.666,67",Calle 160 No. 60-07 Torre 12 Apt 601,Gilmar,Bogotá,"Bogotá, d.c.","['Ascensor', 'Cuarto de Escoltas', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Balcón', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Estudio']",380.000.000,"en adicion el apto cuenta con bodega propia, vista exterior desde la habitacion principal, vista interior desde la sala.",7767194.0,14,2023-01-27 11:47:54.585718,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/7767194
73,Usado,Apartamento,venta,3.0,2,1,63 ,0 ,4,Bueno,1,16 a 30 años,200.000 COP,"4.603.174,6",Calle 163  62 95,Gilmar,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes', 'Baño Auxiliar', 'Calentador']",290.000.000,Apartamento en venta de 63 m2 con vista interior ubicado en un 1er piso parqueadero propio Consta de 3 habitaciones 2 baños sala comedor cocina integral y zona de lavandería Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina El conjunto cuenta con zona para niños salón comunal y vigilancia privada las 24 horas Cerca a centros comerciales La Colina Multicentro y Arizona cerca a almacenes de cadena como Éxito Carulla D1 y Justo.Balcones de san Esteban.,7837971.0,6,2023-01-27 11:47:55.466490,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/7837971
74,Usado,Apartamento,venta,4.0,5,2,200 ,"177,6 ",5,,16,9 a 15 años,482.000 COP,5.600.000,Calle 160 # 73 - 47,Gilmar,Bogotá,"Bogotá, d.c.","['Ascensor', 'Cancha de Squash', 'Cancha de Tennis', 'Canchas Deportivas', 'En conjunto cerrado', 'Garaje(s)', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral']",1.120.000.000,"Vendo hermoso apartamento remodelado en conjunto con club hause ,  muy iluminado luz de día  y de tarde, excelente vista a las colinas de suba. Papeles al día. Dos depósitos. Tramite DIRECTO.",10001722.0,13,2023-01-27 11:47:56.346571,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/10001722
75,Usado,Apartamento,venta,1.0,2,1,65 ,0 ,5,,6,1 a 8 años,495.000 COP,"6.923.076,92",Carrera 7B # 127 - 82,Bella suiza,Bogotá,"Bogotá, d.c.",,450.000.000,"Apartamento muy iluminado y acogedor con vista exterior, ubicado en La Bella Suiza. Tiene una habitación, zona social con balcón, dos baños y área de lavandería. 
Cerca a parques rodeada de árboles.",10005889.0,13,2023-01-27 11:49:02.962067,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bella-suiza/bogota/10005889
76,Usado,Apartamento,venta,2.0,1,,46 ,42 ,3,Excelente,13,1 a 8 años,100.000 COP,"4.304.347,83",CRA 4 No. 1 - 46 sur,Las brisas,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Portería / Recepción', 'Alarma', 'Barra estilo americano', 'Cocina Integral', 'Hall de Alcobas', 'Instalación de gas', 'Piso en Baldosa /  Mármol']",198.000.000,"Se vende apartamento con excelentes acabados en el Conjunto Cerrado Altavista el Mirador, con vista panorámica a la ciudad, esquinero. Cuenta con cocina integral con barra tipo americana, sala comedor, estudio abierto, 2 habitaciones con closets empotrados y un baño con división en vidrio, con persianas cher.",7738195.0,20,2023-01-27 11:49:03.866922,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-brisas/bogota/7738195
77,Usado,Apartamento,venta,3.0,1,,"51,3 ","46,3 ",4,,5,9 a 15 años,177.000 COP,"4.483.430,8",Calle 160 # 58 - 75,Gilmar,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Salón de Juegos', 'Terraza', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes', 'Calentador']",230.000.000,"Hermoso apartamento ubicado en el piso 5° con vista al exterior y bastante iluminación y ventilación natural. Consta de tres (3) habitaciones con clósets, Un (1) baño, cocina integral, hall de alcobas, patio de ropas independiente y calentador de agua a gas. Cuenta con una altura aproximada de 2.40 metros que lo hace muy espacioso e iluminado. El parqueadero es comunal y hace parte de los servicios del conjunto, el cual cuenta con gimnasio, parque infantil, salones sociales, lobby, entre otros.",10003466.0,17,2023-01-27 11:49:04.764277,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/10003466
78,Usado,Casa,venta,3.0,2,1,104 ,104 ,3,Excelente,,9 a 15 años,No definida,"2.980.769,23",CALLE 161 A  59 - 56,Gilmar,Bogotá,"Bogotá, d.c.","['Garaje(s)', 'Parqueadero Visitantes', 'Zonas Verdes', 'Depósito / Bodega', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Sobre vía principal', 'Supermercados / C.Comerciales']",310.000.000,"Cuenta con 3 niveles (opción para construir Cuarto). tiene 3 habitaciones amplias con sus closets, 2 baños, 1 parqueadero, cocina + sala + comedor, lavandería (contamos con una cubierta que recolecta aguas lluvias) la vivienda está recién remodelada, además, es una zona residencial-comercial donde vas a tener tranquilidad para ti y tu familia. estamos a 5 min del C.C. Colina, Exito, Decathlon, Biblioteca Julio Mario, Jumbo, Alkosto, Carulla. Cerca a la Av. Boyacá, Calle 170, Calle 153 y autopist",7428911.0,9,2023-01-27 11:49:05.691347,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/gilmar/bogota/7428911
79,Usado,Apartamento,venta,3.0,2,,56 ,0 ,3,,11,9 a 15 años,No definida,"2.589.285,71",Calle 49B Sur # 9 - 94,Guiparma,Bogotá,"Bogotá, d.c.","['Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial']",145.000.000,"Acogedor apartamento de 56 M2 en conjunto cerrado con 3 habitaciones, 2 baños, iluminado, con excelente vista. Se encuentra en una zna residencial / comercial y con fácil acceso a transporte público. Se puede comnicar a los siguientes telefono: 3115760372-3229102415",10002981.0,13,2023-01-27 11:49:06.581703,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/guiparma/bogota/10002981
80,Usado,Apartamento,venta,3.0,2,1,75 ,69 ,4,,6,9 a 15 años,250.000 COP,"5.066.666,67",Calle 160 # 60 - 10,Gilmar,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Gimnasio', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Balcón', 'Calentador', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Estudio']",380.000.000,"Apto ubicado en Conjunto Residencial Van Gogh, cuenta con deposito/bodega, vista exterior desde la habitacion principal con balcon, vista interior desde la sala, Piso en madera",10006984.0,19,2023-01-27 11:49:07.483266,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/10006984
81,Usado,Apartamento,venta,3.0,1,,"51,7 ","48,3 ",4,,1,9 a 15 años,177.000 COP,"3.675.048,36",Calle 160 # 58 - 75,Gilmar,Bogotá,"Bogotá, d.c.","['Calentador', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial']",190.000.000,"APARTAMENTO ECONOMICO, SALA COMEDOR, COCINA, 3 ALCOBAS 1 BAÑO , LIBRE DE GRAVAMENES.",10004587.0,13,2023-01-27 11:49:08.369671,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/gilmar/bogota/10004587
82,Usado,Casa,venta,4.0,5,,200 ,200 ,3,Excelente,,16 a 30 años,No definida,3.400.000,carrera 19C  26A- 53 Sur,Olaya,Bogotá,"Bogotá, d.c.","['Canchas Deportivas', 'Circuito cerrado de TV', 'Oficina de negocios', 'Terraza', 'Vista panorámica', 'Vivienda Multifamiliar', 'Baño Auxiliar', 'Cocina tipo Americano', 'Depósito / Bodega', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol']",680.000.000,"Casa Comercial sobre vía principal rentando de 5 pisos Primer piso: Local con baño y laboratorio. Segundo piso: Local con baño y bodega 3er. Piso 2 apartaestudios independientes con cocina y baño. Cuarto Piso: 1 apartestudio con cocina, baño, patio y zona de lavandería 5to. piso terraza con lavadero. A 3 cuadras estación tansmilenio Olaya 4 cuadras Av. Primero de Mayo y a 3 cuadras parque Olaya",7848616.0,11,2023-01-27 11:49:09.242686,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/olaya/bogota/7848616
83,Usado,Casa,venta,3.0,3,1,102 ,102 ,4,,,16 a 30 años,331.000 COP,"4.147.058,82",Calle 160 # 72 - 64,Gilmar,Bogotá,"Bogotá, d.c.","['Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Instalación de gas', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano']",423.000.000,"Oportunidad de casa en conjunto cerrado, vigilancia 24 horas, cámaras de seguridad, muy cerca al Centro comercial Parque Colina, Carulla, Jumbo y Exito, al lado de 2 parques grandes, estrato 4, 3 cuartos, 3 baños, cuarto principal con baño, baño de alcobas y baño social, sala, comedor independiente, estar de TV, zona de ropas y pequeño depósito, cocina abierta con lavavajilla, chimenea de bioetanol, 1 parqueadero al frente de la puerta de la casa, parqueadero para visitantes, salon social.",10009282.0,20,2023-01-27 11:49:10.154958,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/gilmar/bogota/10009282
84,Loft,Apartamento,venta,2.0,2,1,50 ,50 ,4,,9,1 a 8 años,298.000 COP,9.900.000,Calle 23 # 5 - 35,Las nieves,Bogotá,"Bogotá, d.c.","['Ascensor', 'Garaje(s)', 'Gimnasio', 'Oficina de negocios', 'Parqueadero Visitantes', 'Planta Eléctrica', 'Baño Auxiliar', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano']",495.000.000,"Excelente inversión con retorno inmediato al rentar o vender. Espectacular apartamento muy bien ubicado en el corredor de la carretera 7ma, rodeado de universidades, a 2 min de estación de transmilenio, con vista al cerro de Monserrate y la torre colpatria. 
En los 50 m2 construidos cuentas con  2 habitaciones, 2 baños, zona de ropas independiente, cocina abierta tipo americano, sala comedor, walking closet, almacenamiento en sala, cocina y habitación aux, parqueadero, 4 ascensores x piso.",10008094.0,10,2023-01-27 11:49:11.044949,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-nieves/bogota/10008094
85,Usado,Apartamento,venta,2.0,2,2,150 ,0 ,4,,5,16 a 30 años,650.000 COP,4.000.000,Calle 140 # 9 - 69,Cedritos,Bogotá,"Bogotá, d.c.",,600.000.000,"Magnifico penthouse 150 mts2 en Cedritos,  recién remodelado, amplia terraza con toldo, ideal para mascotas, dos alcobas y un estudio, dos baños, cocina abierta, comedor, sala, ventanales panoramicos con vista 180°, cuarto de ropa, dos garajes,  excelente iluminación, conjunto cerrado, tranquilo, estrato 4, cerca a bancos, restaurantes y supermercados.",10007692.0,15,2023-01-27 11:49:11.927594,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10007692
86,Usado,Apartamento,venta,3.0,2,1,80 ,80 ,4,,2,16 a 30 años,380.000 COP,3.875.000,Calle 140 # 9 - 16,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Portería / Recepción', 'Terraza', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes']",310.000.000,"EXCELENTE APARTAMENTO EN EL MEJOR SECTOR DE CEDRITOS, RODEADO DE BELLIMISMOS PARQUES, SUPER RECURSIVO, COCINA Y BAÑOS REMODELADOS, SEGUNDO PISO, SIN ASCENSOR, ESTRATO 4, SIN DEUDA, MUY BUEN PRECIO Y NEGOCIABLE!! ADMIRELO!!",10001688.0,11,2023-01-27 11:49:12.888144,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10001688
87,Usado,Casa,venta,3.0,2,1,119 ,119 ,2,,2,16 a 30 años,No definida,"1.596.638,66",KR 12A Este # 53C - 44 Sur,El pinar,Bogotá,"Bogotá, d.c.","['Salón Comunal', 'Vista panorámica', 'Zonas Verdes', 'Depósito / Bodega', 'Instalación de gas', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial']",190.000.000,"Casa ubicada en Republica de Canada, estrato 2, libre de hipoteca y de patrimonio familiar; consta de 2 pisos distribuidos de la siguiente manera: Primer piso cuenta con un parqueadero, un stand en la entrada, una sala comedor amplia, cocina amplia, patio de robas, baño, 2 habitaciones amplias y un depósito; Segundo piso: un apartaestudio con una alcoba, cocina, sala comedor, baño; Existe la posibilidad de ampliar el segundo piso; PRECIO NEGOCIABLE, visita con cita previa.",10008240.0,5,2023-01-27 11:49:13.774904,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-pinar/bogota/10008240
88,Usado,Apartamento,venta,3.0,2,1,68 ,64 ,4,,6,9 a 15 años,290.000 COP,"4.632.352,94",CL 140 # 11 - 46,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Baño Auxiliar', 'Calentador', 'Citófono', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería']",315.000.000,"Lindo apartamento ubicado en el corazón de Cedritos, 6to piso, vista lateral, piso laminado, bien iluminado con persianas y blackout en habitaciones, instalación de gas en estufa y calentador, cocina integral, cuenta con 1 parqueadero. El edificio cuenta con salon comunal, zonas verdes, vigilancia 24 horas, circuito cerrado de TV y ascensores. Precio Negociable.",10004720.0,9,2023-01-27 11:49:14.674264,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10004720
89,Usado,Casa,venta,2.0,1,,45 ,0 ,2,,,16 a 30 años,55.000 COP,"3.888.888,89",Calle 68B Sur # 63 - 55,El ensueno,Bogotá,"Bogotá, d.c.",,175.000.000,"Casa en conjunto cerrado por el lado comercial del conjunto y del barrio, tiene permiso de comercio
3 pisos, recién remodelada
1er piso sala comedor con espejo, cocina totalmente integral (estufa-extractor) piso en cerámica y escaleras en laminado
2do piso baño totalmente terminado con división en vidrio y habitación con puerta piso y escaleras en laminado 
3er piso habitación con puerta y altillo (para guardar cosas) techo en drywall piso laminado",10004482.0,19,2023-01-27 11:49:15.559662,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-ensueno/bogota/10004482
90,Usado,Apartamento,venta,4.0,4,3,160 ,132 ,4,Excelente,2,1 a 8 años,780.000 COP,4.312.500,Carrera 12 A  145 A,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Caldera', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Balcón', 'Barra estilo americano', 'Chimenea', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega']",690.000.000,"Hermoso apartamento con balcón, 4 espaciosas habitaciones, 3 con  baño privado y vestier en la principal, puerta de seguridad, vigilancia 24/7 pisos en madera laminada brillante, chimenea a gas, closets de techo a piso de pared a pared, 3 garajes independientes y depósito, luz del sol en la tarde, bella recepción y salón social, terraza, gimnasio.",7432014.0,15,2023-01-27 11:49:16.436362,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/7432014
91,Usado,Casa,venta,2.0,2,1,45 ,0 ,2,,3,16 a 30 años,40.000 COP,3.000.000,Carrera 9B Este # 31 - 91 Sur,Tibaque,Bogotá,"Bogotá, d.c.",,135.000.000,Casa de 3 pisos conjunto cerrado con porteria seguridad privada y circuito de camaras. Se recibe subcidio caja de honor oh vivienda militar. Servicios de energía acueducto y gas economicos. Parqueadero comunal dentro del conjunto.,10008258.0,14,2023-01-27 11:49:17.320722,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/tibaque/bogota/10008258
92,Usado,Apartamento,venta,2.0,2,2,89 ,0 ,4,,7,1 a 8 años,423.000 COP,"6.292.134,83",Calle 140 # 13 - 22,Cedritos,Bogotá,"Bogotá, d.c.",,560.000.000,"Vendo apto en Cedritos:
( 140 con 13) 
Vendo HERMOSO apto de 89 Mts
2 alcobas ( alcoba principal con vestier)
2 baños 
2 parqueaderos 
1 depósito amplio 
Piso 7/ exterior 
1 balcón 
Zonas comunes: 
Muy completas, Terraza con 2 Zonas BBQ, teatrino, Gym dotado con Sauna y Turco, capilla, 3 sala de juntas, zona de juegos, Parque infantil, Ludoteca.
Precio admón: 423.000 pagando antes del 15
Precio: $ 560 millones",10005675.0,6,2023-01-27 11:49:18.194772,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10005675
93,Usado,Apartamento,venta,2.0,1,,40 ,36 ,3,,16,enor a 1 año,150.000 COP,4.500.000,Calle 18 # 20 - 45,El liston,Bogotá,"Bogotá, d.c.","['Instalación de gas', 'Zona de lavandería', 'Ascensor', 'Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Planta Eléctrica', 'Portería / Recepción', 'Salón Comunal']",180.000.000,"Apartamento de 36 m2, con dos habitaciones, un baño, sala comedor, cocina y zona de ropas independiente, en piso 16. Proyecto CENTENARI ubicado en Paloquemao, torre con ascensores; edificios comunales con BBQ, zona de juegos, circuito de trote, lobby a doble altura, cancha de futbol 5 con grama sintética, gimnasio, pet spa y casilleros con llave. Cerca a avenidas principales, centro comercial Mall Plaza y plaza de mercado Paloquemao.",10000795.0,14,2023-01-27 11:49:19.072482,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-liston/bogota/10000795
94,Loft,Apartamento,venta,2.0,1,Código Fincaraíz: 10006673,37 ,34 ,3,,14,1 a 8 años,135.000 COP,"5.945.945,95",Calle 18 # 20 - 53,El liston,Bogotá,"Bogotá, d.c.","['Barra estilo americano', 'Calentador', 'Cocina Integral', 'Cocina tipo Americano', 'Ascensor', 'Canchas Deportivas', 'En conjunto cerrado', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal']",220.000.000,"Se vende apartamento en excelente ubicación con excelentes acabados, excelente vista. Con persianas y blackout en sala y en los dos cuartos. Parqueaderos comunales. Conjunto Centenari piso 14",10006673.0,9,2023-01-27 11:49:19.998564,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-liston/bogota/10006673
95,Usado,Casa,venta,3.0,1,,48 ,48 ,2,,2,16 a 30 años,No definida,"3.020.833,33",Calle 68D BIS A Sur # 63 - 85,El ensueno,Bogotá,"Bogotá, d.c.","['Salón Comunal', 'Vigilancia', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial']",145.000.000,"Casa en venta cerca del Centro Comercial Gran Plaza - El Ensueño.
En esta confortable casa vivirás de manera tranquila, segura y a un excelente precio. Ideal como inversión o como primera vivienda.
Cuenta con un área de 4 de frente * 6 de fondo, 2 pisos, 3 habitaciones y 1 baño.
¿Por qué esta casa es para ti?
Es bonita, acogedora, lista para habitar, cuenta con excelentes vías de acceso, centros comerciales y parques cerca.
Lo mejor es que al escogernos, te ayudamos con la gestión de tu crédito.",10009373.0,13,2023-01-27 11:49:20.879409,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-ensueno/bogota/10009373
96,Usado,Casa,venta,2.0,1,,45 ,42 ,2,Excelente,,16 a 30 años,75.000 COP,"2.888.888,89",calle 68 b  63--57 sur,El ensueno,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Salón Comunal', 'Vigilancia', 'Zonas Verdes', 'Estudio', 'Zona de lavandería', 'Colegios / Universidades', 'Supermercados / C.Comerciales', 'Trans. Público cercano']",130.000.000,Hermosa casa en conjunto cerrado de tres niveles dos alcobas mas estudio sala comedor pisos en cerámica cocina remodelada integral iluminada Excelente ubicacion a dos cuadras del CC Ensueño y av villavicencio el conjunto cuenta con salón social portería parqueadero visitantes . ( no recibimos fondo del ahorro ),7732652.0,11,2023-01-27 11:49:21.747702,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-ensueno/bogota/7732652
97,Usado,Apartamento,venta,3.0,2,1,63 ,0 ,4,,5,9 a 15 años,220.000 COP,"4.126.984,13",Calle 152A # 54 - 80,Mazuren,Bogotá,"Bogotá, d.c.",,260.000.000,"Acogedor apartamento con sala comedor. Cocina integral, 3 alcobas. La principal con baño, piso laminado en todo el apt. Ubicado en un 5 piso No tiene ascenso, ultimo piso, muy iluminado. El conjunto tiene salon social, parque infantil, salon de juegos.",10007379.0,10,2023-01-27 11:49:22.635316,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/10007379
98,Usado,Casa,venta,3.0,2,1,62 ,60 ,4,Excelente,,,200.000 COP,"4.596.774,19",calle 152a#54_37  Mazuren 07,Mazuren,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial']",285.000.000,Casa 3 niveles esquinera antejardín grande excelente ubicación remodelada de la original,7455986.0,12,2023-01-27 11:49:23.530662,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/mazuren/bogota/7455986
99,Usado,Apartamento,venta,3.0,1,,48 ,0 ,3,Excelente,10,1 a 8 años,150.000 COP,4.125.000,Carrera 102 No.155 50,El salitre,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Balcón', 'Calentador', 'Cocina Integral', 'Estudio', 'Hall de Alcobas', 'Instalación de gas']",198.000.000,"Espectacular apartamento en Arboleda del Pinar, cerca al centro comercial plaza imperial, al portal de Transmilenio de suba, al hospital de suba. Con buen transporte público, colegios cercanos. Vista espectacular en piso 10 y acabados de primera, tres alcobas cpn closet, un baño, sala comedor con balcon, cocina integral, parqueadero comunal. Comuníquese trescientos dos veinte sesenta treinta",7805729.0,11,2023-01-27 11:49:24.416331,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-salitre/bogota/7805729
100,Usado,Casa,venta,6.0,4,1,345 ,345 ,3,,3,ás de 30 años,No definida,"1.710.144,93",Calle 76 # 71 - 20,Bonanza,Bogotá,"Bogotá, d.c.","['Garaje(s)', 'Balcón', 'Hall de Alcobas', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Sobre vía principal', 'Supermercados / C.Comerciales', 'Trans. Público cercano']",590.000.000,"¡GRAN OPORTUNIDAD!! Hermosa casa barrio Bonanza cerca a la av. Boyacá y Cll 80, tiene 4 pisos, para seguir proyecto de vivienda, lote de 130mts, primer piso: 1 garaje, antejardín, 1 baño social, sala comedor, cocina patio amplio, aparta estudio dúplex en el patio con sala comedor, cocina, alcoba, 1 baño, segundo piso: 3 habitaciones. 1 baño, tercer piso: apartamento con cocina, 1 baño, sala comedor, 1 alcoba + terraza, cuarto piso, 1 alcoba + terraza.",7746888.0,16,2023-01-27 11:50:39.072736,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bonanza/bogota/7746888
101,Usado,Apartamento,venta,2.0,1,1,44 ,0 ,3,,4,16 a 30 años,150.000 COP,"5.227.272,73",Transversal 71 BIS # 75A - 48,Bonanza,Bogotá,"Bogotá, d.c.",,230.000.000,"Apartamento de 44mts cuenta con 2 habitaciones, 1 baño, sala comedor, cocina y parqueadero cubierto, pisos en madera, excelente ubicación",10008525.0,7,2023-01-27 11:50:40.007192,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bonanza/bogota/10008525
102,Usado,Apartamento,venta,3.0,1,,62 ,0 ,Código Fincaraíz: 7730039,Bueno,4,,Código Fincaraíz: 7730039,"4.516.129,03",Transversal 71 Bis  75A – 07,Bonanza,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Vista panorámica', 'Vivienda Multifamiliar', 'Zona Infantil', 'Zonas Verdes', 'Balcón', 'Citófono', 'Instalación de gas']",280.000.000,Venta lindo apartamento remodelado de 62 M2 en Bonanza Consta de Sala comedor con balcón amplio cocina cerrada con estufa a gas zona de lavado 3 alcobas y 1 baño No tiene depósito ni parqueadero Piso 4 interior no ascensor Estrato 3 Conjunto con vigilancia 24 horas parqueaderos de visitantes zonas verdes y 2 parques infantiles Administración 130 000 Precio 280 millones,7730039.0,19,2023-01-27 11:50:40.907457,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bonanza/bogota/7730039
103,Loft,Apartamento,venta,3.0,2,1,89 ,0 ,4,,3,16 a 30 años,312.000 COP,"4.134.831,46",Carrera 48 # 150A - 31,Mazuren,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Portería / Recepción', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral', 'Depósito / Bodega']",368.000.000,"VENDO APARTAMENTO EN MAZUREN. 89 M2 + 12 M2. DE GARAJE CUBIERTO.  CONSTA DE: SALA COMEDOR, CHIMENEA, COCINA INTEGRAL, ZONA DE ROPAS, DEPÓSITO, 3 ALCOBAS, 2 BAÑOS. CONJUNTO CON: PARQUE INFANTIL, SALÓN SOCIAL, GYM, VIGILANCIA 24/7, SECTOR RESIDENCIAL, A UNA CUADRA DE LA AUTOPISTA NORTE, TRANSMILENIO. VER CON CITA, TEL.  315 376 03 70",10004245.0,16,2023-01-27 11:50:41.800302,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/10004245
104,Loft,Apartamento,venta,1.0,1,1,44 ,44 ,2,,3,1 a 8 años,No definida,"8.181.818,18",Calle 11 # 1 - 60,Egipto,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Terraza', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega']",360.000.000,"Hermoso aparta-estudio para estrenar de 40 m2, conformado por un baño privado, sala-comedor, cocina eléctrica tipo Loft, habitación, parqueadero y un deposito, fabuloso diseño, cuenta con una buena iluminación  natural, ubicado en la Candelaria Centro Histórico, al frente de la Universidad de la Salle,  cerca de la zona Universitaria ( Universidad Externado de Colombia, el Rosario, de la Salle, Gran Colombia, etc.) de importantes museos (del oro, de la moneda, Santa Clara, la casa del Florero et",10004150.0,11,2023-01-27 11:50:42.683091,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/egipto/bogota/10004150
