,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,No. Fotos,Fecha Sacada,Enlace,Acceso Pavimentado,Anuncio publicado por:,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas,Parqueadero Visitantes,[,],Acceso Pavimentado,Ascensor,Balcón,Baño Auxiliar,Baño Independiente,Calentador,Citófono,Closet,Cocina Integral,En conjunto cerrado,Garaje / Parqueadero(s),Garaje(s),Instalación de gas
298,Inmobiliaria,Apartamento,venta,3,1.0,1.0,74.0,74.0,4,Bueno,3.0,9 a 15 años,0.0,1351351.35,Preguntar al anunciante,VILLAVICENCIO,Villavicencio,Meta,"['En condominio', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Balcón', 'Citófono', 'Cocina Integral', 'Parqueadero Visitantes', 'Anuncio publicado por:', 'Inmobiliaria Prego SAS', 'hace 9 días']",100000000,Hermoso y bien ubicado villavicencio.,11,2023-04-23 19:27:37.342077,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villavicencio/villavicencio/8016342,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
299,Inmobiliaria,Casa,venta,5,6.0,4.0,310.0,1.0,6,,,enor a 1 año,466000.0,4838709.68,Preguntar al anunciante,Villavicencio,Villavicencio,Meta,"['Alcantarillado', 'Árboles frutales', 'Asador', 'Bahía exterior de parqueo', 'Bahias de parqueo', 'Baño compartido', 'Aire Acondicionado', 'Balcón', 'Barra estilo americano', 'Calentador', 'Closet', 'Cocina Integral', 'Anuncio publicado por:', 'Grupo Empresarial Inmobiliario Califa Rodriguez SA', 'hace 8 meses']",1500000000,"GEI CALIFA VENDE ESPECTACULAR CASA UBICADO EN EL KM 4 VÍA,  CUENTA CON 5 HABITACIONES,  6 BAÑOS CON DIVISION EN VIDRIO ENCHAPADOS,  SALA - COMEDOR,  COCINA INTEGRAL ABIERTA,  BALCÓN,  PISCINA,  ZONA VERDE. 721-1340.",25,2023-04-23 19:28:54.077922,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7537103,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
300,Inmobiliaria,Casa,venta,3,3.0,1.0,120.0,85.0,3,Bueno,2.0,9 a 15 años,136000.0,2083333.33,Preguntar al anunciante,villavicencio,Villavicencio,Meta,"['Canchas Deportivas', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes', 'Parqueadero Visitantes', 'Zona de BBQ', 'Parques cercanos', 'Seguridad', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 11 días']",250000000,"Hermosa casa esquinera con ampliaciones ubicada en multifamiliares  Rincón  de las margaritas 2  con garaje cubierto y consta de sala comedor ,  3 habitaciones 3 baños ,  cocina integral ,  vigilancia privada ,  todos los servicios ,  áreas comunes con servicio de piscina ,  quiosco ,  parque infantil ,  cancha múltiple ,  BBQ ,  cuenta con buenas vías de acceso y buen servicio de transporte publico ..",18,2023-04-23 19:28:55.610247,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7902307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Inmobiliaria,Casa,venta,3,2.0,2.0,113.0,113.0,3,Bueno,,9 a 15 años,0.0,3274336.28,Preguntar al anunciante,villavicencio,Villavicencio,Meta,"['Alcantarillado', 'Baño compartido', 'Canchas Deportivas', 'En conjunto cerrado', 'En zona residencial', 'Garaje Cubierto', 'Balcón', 'Closet', 'Cocina Equipada', 'Cocina Integral', 'Cocina tipo Americano', 'Comedor', 'Anuncio publicado por:', 'Galvis Inmobiliaria SAS', 'hace 1 mes']",370000000,"Casa en Condominio Cerrado ubicado en sector residencial,  cercana al anillo vial de fácil ingreso y salida a Bogotá D.C. y sector comercial cercano,  el condominio cuenta zona social para el entretenimiento como piscina,  salón comunal,  zonas verdes entre otros. La casa cuenta con un área de 113, 28 mtrs 2 el cual se encuentra totalmente terminado,  con un parqueadero y mezzanine..",30,2023-04-23 19:28:57.183845,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7900888,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
302,Inmobiliaria,Casa,venta,3,4.0,1.0,152.0,98.0,3,Excelente,,9 a 15 años,0.0,2631578.95,Preguntar al anunciante,VILLAVICENCIO,Villavicencio,Meta,"['Garaje(s)', 'Gimnasio', 'Vigilancia', 'Zonas Verdes', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Cocina tipo Americano', 'Hall de Alcobas', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Anuncio publicado por:', 'Century 21 Premium', 'hace 2 meses']",400000000,"Ubicada en zona central en el barrio Macunaima en Villavicencio,  Meta ,  casa de 152m² y remodelada ,  excelentes acabados,  3 pisos (3 habitaciones,  4 baños,  sala ,  comedor,  cocina integral,  patio zona de ropas,  garaje,  balcón),  Excelente acceso a vías principales (Puerto López,  centro,  terminal de transportes,  Centros comerciales y parque natural)..",16,2023-04-23 19:28:58.782598,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7386524,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
303,Inmobiliaria,Casa,venta,6,6.0,3.0,2.952,0.0,6,Excelente,,,0.0,338753.39,,villavicencio,Villavicencio,Meta,[],1000000000,"SE VENDE,  Villa valeria casa 8 restrepo lotemts Area 1era y 2da planta 190 mts sin balcones,  $1000.000.000mll Wyndhan garden es el hotel al lado del conjunto si necesita acciones del club tambien..",10,2023-04-23 19:29:00.317652,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/1910911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Usado,Apartamento,venta,2,2.0,,56.0,56.0,3,,,1 a 8 años,0.0,2321428.57,Calle 23 con Cra 45,Villa del Rio 2 Villavicencio ,Villavicencio,Meta,[],130000000,Apartamento bien ubicado a centros comerciales y escolares Buenas vías,3,2023-04-23 19:29:01.823757,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villa-del-rio-2-villavicencio-/villavicencio/7756448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Usado,Casa,venta,2,2.0,1.0,91.0,91.0,2,,,,0.0,2087912.09,canaan,Casa en Villavicencio,Villavicencio,Meta,"['Baño Auxiliar', 'Cocina Integral', 'Cocina tipo Americano', 'Despensa', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Sobre vía principal', 'Supermercados / C.Comerciales']",190000000,Casa completamente remodelada con acabados modernos cuenta con cocina integral estilo americano 2 habitaciones con su respectivo closet 1 baño privado 1 baño auxiliar parqueadero sala comedor zona de patio con domo tanque de agua Adicional cuenta con cimentación y placa para construir un segundo piso Su ubicación más que idónea ya que está a 10 minutos de los principales centros comerciales goza de vías principales cercanas y colegios,14,2023-04-23 19:29:03.336418,https://www.fincaraiz.com.co/inmueble/casa-en-venta/casa-en-villavicencio/villavicencio/7774840,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
306,Inmobiliaria,Apartamento,venta,2,2.0,1.0,77.0,77.0,4,Excelente,6.0,,205000.0,3766233.77,Preguntar al anunciante,VILLAVICENCIO,Villavicencio,Meta,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Parqueadero Visitantes', 'Portería / Recepción', 'Vigilancia', 'Zonas Verdes', 'Balcón', 'Barra estilo americano', 'Cocina tipo Americano', 'Hall de Alcobas', 'Anuncio publicado por:', 'Synergy Soluciones Inmobiliarias SAS', 'hace 3 meses']",290000000,"Apartamento remodelado y redistribuido,  muy fresco e iluminado,  consta de sala comedor con balcon con vista a la vegetacion,  cocina tipo americana con barra de servicio,  cuarto de lavado,  dos habitaciones,  la principal ampliada,  con closet grande y un baño muy comodo,  las habitaciones cuentan con vista a la vegetacion. El apartamento cuenta con parqueadero por la zona antigua nivel superior. Mayor información comuniquese con Johana Moncaleano.",20,2023-04-23 19:29:04.860416,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villavicencio/villavicencio/7726038,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
307,Inmobiliaria,Casa,venta,3,4.0,4.0,190.0,480.0,4,Excelente,2.0,1 a 8 años,420000.0,3947368.42,Preguntar al anunciante,villavicencio,Villavicencio,Meta,"['En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Vigilancia', 'Vista panorámica', 'Zonas Verdes', 'Baño Auxiliar', 'Cocina Integral', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Trans. Público cercano', 'Anuncio publicado por:', 'Villavo Vende', 'hace 1 mes']",750000000,"un lugar para vivir cómodamente y feliz con tu familia!  Código de propiedad: C2343 Esta espectacular casa está construida en un terreno  de 480 m2,  con un área construida de 190 m2,  cuenta con un diseño moderno,   de buen gusto y acabados de primera calidad,  es de 2 pisos y dispone de los siguientes espacios para disfrutar en familia: 3 Alcobas (Todas con Closet,  baño privado y Blackouts),  4 baños,  Sala-Comedor,  Parqueadero para 2 vehículos bajo techo o 4 en total,  cocina integral..",15,2023-04-23 19:29:06.397722,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7972329,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
308,Inmobiliaria,Casa,venta,3,3.0,1.0,110.0,110.0,3,Excelente,2.0,1 a 8 años,0.0,3000000.0,Preguntar al anunciante,VILLAVICENCIO,Villavicencio,Meta,"['Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Sobre vía principal', 'Trans. Público cercano', 'Zona Residencial', 'Anuncio publicado por:', 'Villavo Vende', 'hace 1 mes']",330000000,"Casa en venta en prados de Mavicure  Código de Propiedad: C2375 Esta hermosa casa se encuentra ubicado en el sector de prados de Mavicure,  con 110 m2 y dispone de los siguientes espacios: 3 Alcobas 3 baños Cocina  Integral Sala Comedor 2 Balcones Patio con domo Zona de Lavandería  1 Garaje para 1 Vehículo Valor de inversión: $330 Millones.",11,2023-04-23 19:29:07.906631,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/7981268,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
309,177.584.400 COP,Pasollano 5,,,,,,,3,Sobre planos,,,,,CARRETERA DEL AMOR FRENTE A MULTIFAMILIARES LOS CENTAUROS.,Villavicencio,Villavicencio,Meta,"['Piscina', 'Zona Infantil', 'Estudio', 'Oficinas administrativas', 'Zona de BBQ', 'Anuncio publicado por:', 'AMARILO SAS', 'hace 2 meses', 'Proyectos de la constructora', 'Información legal', 'Reportar anuncio', 'Desde (COP)']",,"El proyecto PASOLLANO 5 es un conjunto residencial de apartamentos ubicado en el plan parcial HACIENDA ROSABLANCA en la ciudad de Villavicencio Meta, El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López, la Carretera del Amor y la vía a Acacías, se encuentra cercano a importantes centros de distribución como el Éxito y Home Center. Cuenta con parques públicos y zonas verdes distribuidas en una red de alamedas, ciclorrutas y parques naturales..",4,2023-04-23 19:29:09.420893,https://www.fincaraiz.com.co/proyecto-de-vivienda/pasollano-5/villavicencio/villavicencio/7815615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,177.584.400 COP,Pasollano 5,,,,,,,3,Sobre planos,,,,,CARRETERA DEL AMOR FRENTE A MULTIFAMILIARES LOS CENTAUROS.,Villavicencio,Villavicencio,Meta,"['Piscina', 'Zona Infantil', 'Estudio', 'Oficinas administrativas', 'Zona de BBQ', 'Anuncio publicado por:', 'AMARILO SAS', 'hace 2 meses', 'Proyectos de la constructora', 'Información legal', 'Reportar anuncio', 'Desde (COP)']",,"El proyecto PASOLLANO 5 es un conjunto residencial de apartamentos ubicado en el plan parcial HACIENDA ROSABLANCA en la ciudad de Villavicencio Meta, El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López, la Carretera del Amor y la vía a Acacías, se encuentra cercano a importantes centros de distribución como el Éxito y Home Center. Cuenta con parques públicos y zonas verdes distribuidas en una red de alamedas, ciclorrutas y parques naturales..",4,2023-04-23 19:29:10.909112,https://www.fincaraiz.com.co/proyecto-de-vivienda/pasollano-5/villavicencio/villavicencio/7815615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Inmobiliaria,Casa,venta,3,2.0,1.0,110.0,115.0,3,,,enor a 1 año,0.0,3727272.73,Preguntar al anunciante,ANTONIO VILLAVICENCIO,Villavicencio,Meta,"['Bahía exterior de parqueo', 'En zona residencial', 'Balcón', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Instalación de gas', 'Patio', 'Puerta de seguridad', 'Todos los Servicios', 'Zona de lavandería', 'Zona Residencial', 'Anuncio publicado por:', 'CONCEPTOS MODERNOS', 'hace 2 meses']",410000000,"Esta Hermosa Casa en venta ubicada en  Prados de Mavicure,   espacios amplios iluminados y frescos,  tiene un área de 110 m2 muy bien distribuidos. En la zona encuentras los mejores climas de la ciudad y grandes vías de acceso que facilita la movilidad en el sector,  se caracteriza por ser una zona segura y tranquila para ti y tu familia. 1135-261.",23,2023-04-23 19:29:12.451260,https://www.fincaraiz.com.co/inmueble/casa-en-venta/antonio-villavicencio/villavicencio/7962827,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
312,Inmobiliaria,Casa,venta,Código Fincaraíz: 3979371,,1.0,700.0,2.0,4,Excelente,2.0,1 a 8 años,595000.0,2714285.71,Preguntar al anunciante,Villavicencio,Villavicencio,Meta,"['Cancha de Tennis', 'Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Anuncio publicado por:', 'INMOBILIARIA PROYECTOS E INVERSIONES BROKER', 'hace 2 meses']",1900000000,"SE VENDE CASA VILLAVICENCIO - META  Area de terreno 2.000 Mt2 Area construida 700 Mt2   Costa de 4 Habitaciones,  4 Baños,  sala,  comedor,  cocina integral,  3 balcones,  star de TV,  estudio,  zona de Ropas,  habitaciones de servicio,  parqueadero cubierto,  2 depositos y excelentes acabados.  El condominio cuenta con Celaduria la 24 horas,  piscinas,  hoyo de entrenamiento de golf,  2 canchas de tenis,  cancha multiples,  capilla,  restaurante,  ginmnasio y zonas verdes..",21,2023-04-23 19:29:13.930864,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/villavicencio/3979371,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0
313,177.584.400 COP,Pasollano 5,,,,,,,3,Sobre planos,,,,,CARRETERA DEL AMOR FRENTE A MULTIFAMILIARES LOS CENTAUROS.,Villavicencio,Villavicencio,Meta,"['Piscina', 'Zona Infantil', 'Estudio', 'Oficinas administrativas', 'Zona de BBQ', 'Anuncio publicado por:', 'AMARILO SAS', 'hace 2 meses', 'Proyectos de la constructora', 'Información legal', 'Reportar anuncio', 'Desde (COP)']",,"El proyecto PASOLLANO 5 es un conjunto residencial de apartamentos ubicado en el plan parcial HACIENDA ROSABLANCA en la ciudad de Villavicencio Meta, El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López, la Carretera del Amor y la vía a Acacías, se encuentra cercano a importantes centros de distribución como el Éxito y Home Center. Cuenta con parques públicos y zonas verdes distribuidas en una red de alamedas, ciclorrutas y parques naturales..",4,2023-04-23 19:29:15.400373,https://www.fincaraiz.com.co/proyecto-de-vivienda/pasollano-5/villavicencio/villavicencio/7815615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Usado,Casa,venta,2,1.0,,75.0,75.0,2,Excelente,1.0,1 a 8 años,0.0,1840000.0,calle 37 este No16 -40 ,ANTONIO VILLAVICENCIO,Villavicencio,Meta,"['Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano']",138000000,"Espectacular casa, ubicada en un excelente sector residencial ,dos habitaciones ,un baño, sala, comedor, cocina, patio de ropas, tanque de reserva de agua, todos los servicios (gas, luz, gas) recién remodelada, impuestos y escrituras al día.",9,2023-04-23 19:29:16.894966,https://www.fincaraiz.com.co/inmueble/casa-en-venta/antonio-villavicencio/villavicencio/7719730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,165.000.000 COP,Balcones del Danubio,,Código Fincaraíz: 7760748,,,,,2,En construcción,,,,,Calle 16 Bis 05-03,Terminal Villavicencio,Villavicencio,Meta,"['Piso en cemento', 'Servicios Públicos', 'Ventilación Natural', 'Ascensor', 'Bahias de parqueo', 'Canchas Deportivas', 'En conjunto cerrado', 'En zona residencial', 'Garaje / Parqueadero(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Piscina', 'Anuncio publicado por:', 'GRUPO BGR', 'hace 2 meses', 'Proyectos de la constructora', 'Información legal', 'Reportar anuncio', 'Desde (COP)']",,"Conjunto cerrado con piscina y parqueaderos. Apartamentos tope VIS 135SMMLV con 3 Habitaciones y 1 Baño, posibilidad de 2do baño en habitación principal. Se entregan en obra gris. Excelente ubicación cerca a la Terminal de transporte, a cinco minutos de universidades como la Santo Tomás, Uniminuto, Cooperativa, entre otras..",7,2023-04-23 19:29:18.382565,https://www.fincaraiz.com.co/proyecto-de-vivienda/balcones-del-danubio/terminal-villavicencio/villavicencio/7760748,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
316,165.000.000 COP,Balcones del Danubio,,Código Fincaraíz: 7760748,,,,,2,En construcción,,,,,Calle 16 Bis 05-03,Terminal Villavicencio,Villavicencio,Meta,"['Piso en cemento', 'Servicios Públicos', 'Ventilación Natural', 'Ascensor', 'Bahias de parqueo', 'Canchas Deportivas', 'En conjunto cerrado', 'En zona residencial', 'Garaje / Parqueadero(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Piscina', 'Anuncio publicado por:', 'GRUPO BGR', 'hace 2 meses', 'Proyectos de la constructora', 'Información legal', 'Reportar anuncio', 'Desde (COP)']",,"Conjunto cerrado con piscina y parqueaderos. Apartamentos tope VIS 135SMMLV con 3 Habitaciones y 1 Baño, posibilidad de 2do baño en habitación principal. Se entregan en obra gris. Excelente ubicación cerca a la Terminal de transporte, a cinco minutos de universidades como la Santo Tomás, Uniminuto, Cooperativa, entre otras..",7,2023-04-23 19:29:19.863638,https://www.fincaraiz.com.co/proyecto-de-vivienda/balcones-del-danubio/terminal-villavicencio/villavicencio/7760748,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
317,Usado,Casa,venta,6,3.0,1.0,220.0,210.0,2,Excelente,2.0,9 a 15 años,0.0,2500000.0,C 35A 16 14 ESTE MZ A CS 3,Antonio villavicencio,Villavicencio,Meta,"['Garaje(s)', 'Terraza', 'Vista panorámica', 'Zonas Verdes', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Cuarto de servicio', 'Depósito / Bodega', 'Estudio', 'Hall de Alcobas', 'Instalación de gas']",550000000,"EXCELENTE OPORTUNIDAD CASA COMERCIAL EN VENTA, CUENTA CON DOS LOCALES COMERCIALES, 6 HABITACIONES 3 BAÑOS, UBICADA EN AVENIDA PRINCIPAL, DOCUMENTOS, IMPUESTOS Y SERVICIOS AL DIA",10,2023-04-23 19:29:21.426073,https://www.fincaraiz.com.co/inmueble/casa-en-venta/antonio-villavicencio/villavicencio/7737573,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
318,Usado,Casa,venta,4,3.0,1.0,144.0,140.0,3,Excelente,2.0,1 a 8 años,90000.0,1805555.56,condominio mediterraneo,Villavicencio,Villavicencio,,"['En conjunto cerrado', 'Garaje(s)', 'Parqueadero Visitantes', 'Salón Comunal', 'Vigilancia', 'Vista panorámica', 'Amoblado', 'Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Comedor auxiliar', 'Estudio']",260000000,"En lo relacionado con el condominio, este cuenta con acueducto propio con planta de tratamiento, tiene vías pavimentadas y tiene una excelente ubicación a 5 minutos de la vía hacia Puerto López en la vereda la Cecilia al lado de la universidad Antonio Nariño. EL PRECIO ES NEGOCIABLE.",20,2023-04-23 19:29:22.918415,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/7850983,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
319,Usado,Casa,venta,5,3.0,1.0,75.0,0.0,2,,2.0,1 a 8 años,0.0,2133333.33,Carrera 14 # 42,Villavicencio,Villavicencio,,[],160000000,"Casa en el barrio villa Ortiz con dos apartamentos independientes.
Más inf al cel: 321. 400. 18. 76.",Descripción general,2023-04-23 19:29:24.390818,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/10028615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Usado,Casa,venta,4,3.0,,30.0,831.0,2,,2.0,9 a 15 años,0.0,26666666.67,km5 via puerto lopez,Villavicencio,Villavicencio,,"['Balcón', 'Baño Auxiliar', 'Zona Campestre', 'Zona Residencial']",800000000,"Se vende casa estilo campestre dentro de un lote de 831 m2.
La casa costa de 2 planta con amplios corredores.
Planta baja: cocina, sala, comedor, 1 habitación y 1 baño.
Planta alta: se encuentran 3 habitaciones, 2 de las habitaciones cuantan con baño privado.
Tambien cuenta con: 
*amplia zona para estacionamiento o esparcimiento
*red de gas natural
UBICADA A 5 MNUTOS DE LA CIUDAD DE VILLAVICENCIO POR LA VIA PTO LOPEZ K M5 
 telefono: 3107591189 3102605355",14,2023-04-23 19:29:25.889400,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/10055767,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
321,Usado,Apartamento,venta,3,,,56.0,0.0,3,,3.0,enor a 1 año,136000.0,3071428.57,Villa,Villavicencio,Villavicencio,,[],172000000,"Apartamento para estrenar 10mo piso 

3 habitaciones con armarios en madera
2 baños ( Ppal y común) 
Divisiones de Baños en vidrio 
Cocina integral con mesón
Sala comedor y balcón 
Zona de lavandería - Lavadero con tanque 
Cortinas nuevas en habitaciones 
Rejillas de ventilación con ventanas 
Terrazas transitables 
Pisos en Baldosa 
 

Interesad@s comunicarse vía WhatsApp al 317-263-4320",6,2023-04-23 19:29:27.400868,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villavicencio/meta/10048782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Inmobiliaria,Casa,venta,3,2.0,,83.0,0.0,3,,1.0,ás de 30 años,114000.0,1985542.17,,,Villavicencio,,"['Canchas Deportivas', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Piscina', 'Salón Comunal', 'Vigilancia', 'Zonas Verdes', 'Baño Auxiliar', 'Cocina Integral', 'Parques cercanos', 'Anuncio publicado por:', 'Grupo Inmobiliario Stella Alarcón', 'hace 11 horas']",164800000,"Venta Cas en Conjunto Cerrado 
3 hab  así , una de 4:50 con baño grande privado, otra 3x3 y una pequeña de 2x2 con. Un mezanine q se le hizo , cocina grande integral totalmente enchapada, sala comedor grande más 1 baño de visitas .
toda la Cs embaldosado ,toda la casa , con manchimbre , 4 ventiladores de techo y apliques de lámparas en la pared patio enrejado al techo para seguridad  Parqueadero al frente de la Cs destinado Fijo . Conjunto tiene piscina zona BBQ Kiosko para reuniones .Zonas verdes .",29,2023-04-23 19:29:28.906212,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/10073902,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
323,Usado,Casa,venta,5,6.0,4.0,850.0,0.0,6,,1.0,1 a 8 años,0.0,2764705.88,CONDOMINIO HACIENDA LA PRIMAVERA,Villavicencio,Villavicencio,,[],2350000000,"CONDOMINIO HACIENDA LA PRIMAVERA, casa ESQUINERA, pisicina, CAMPESTRE, a 5 minutos del AEROPUERTO DE VILLAVICENCIO, el mejor conjunto CAMPESTRE DE VILLAVICENCIO, canchas de tenis-futboll sintetica, caballerisas, 270 hectarias de NATURALEZA, IGLESIA, CLUB SOCIAL , GIMNASIO, sauna , CASAS para HUESPEDES , LAGOS , SERVICIO de agua incluida en el PRESIO, 4 HABITACIONES MATRIMONILES con BAÑO privado y walking closet",20,2023-04-23 19:29:30.417692,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/10028733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Inmobiliaria,Casa,venta,3,1.0,,84.0,0.0,3,Excelente,1.0,9 a 15 años,0.0,1880952.38,Preguntar al anunciante,Villavicencio,Villavicencio,,"['Baño Auxiliar', 'Barra estilo americano', 'Cocina Integral', 'Cocina tipo Americano', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Colegios / Universidades', 'Parques cercanos', 'Sobre vía principal', 'Supermercados / C.Comerciales', 'Anuncio publicado por:', 'Inmobiliaria El Nuevo Sol', 'hace 6 meses']",158000000,"¡¡¡¡HERMOSA CASA  PARA LA VENTA  SECTOR CAMINO GANADERO !!!!!    HERMOSA CASA CON MUY BUENOS ACABADOS CONSTA DE 3 HABITACIONES,  1 BAÑOS,  COCINA INTEGRAL,  PATIO DE ROPAS  SALA - COMEDOR,    ESCRITURAS PUBLICAS,  AREA DE 84 METROS   PARA MAS INFORMACION LORENA LEE PREGUNTAR POR EL COD 1591.",11,2023-04-23 19:30:34.994448,https://www.fincaraiz.com.co/inmueble/casa-en-venta/villavicencio/meta/5113812,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
